Equipment_ID,Time,Quality,Time_Constant,Quality_Prediction,Cost,Cost_Prediction
1,0.0,0.0,22.483570765056164,0.0010240674,46781.93016894808,46050.984
1,1.0101010101010102,0.0,22.483570765056164,-0.000115573406,47423.71464777821,46165.72
1,2.0202020202020203,0.0,22.483570765056164,0.0016029775,45196.90320271567,46280.46
1,3.0303030303030303,0.0,22.483570765056164,-0.003434658,46290.84563793003,46395.203
1,4.040404040404041,0.0,22.483570765056164,-0.00037246943,48656.787487800415,46509.945
1,5.050505050505051,0.0,22.483570765056164,0.0012685955,47257.44623963126,46624.684
1,6.0606060606060606,0.0,22.483570765056164,0.0027163029,45629.90270941238,46739.43
1,7.070707070707071,0.0,22.483570765056164,0.007232249,46262.527776484596,46854.17
1,8.080808080808081,0.08537580698939776,22.483570765056164,0.050403357,46378.36770329266,46968.91
1,9.090909090909092,0.08668427485716715,22.483570765056164,0.091206804,47513.437829279035,47083.652
1,10.101010101010102,0.1350293377904351,22.483570765056164,0.13052914,47022.85912247282,47198.39
1,11.111111111111112,0.21594173334535963,22.483570765056164,0.16985139,46844.906349133766,47313.137
1,12.121212121212121,0.1509724591892143,22.483570765056164,0.20872739,47560.88819680899,47427.875
1,13.131313131313131,0.2006317859236897,22.483570765056164,0.24743567,48091.8092248764,47542.617
1,14.141414141414142,0.2966226798428175,22.483570765056164,0.28615975,47416.3727060272,47657.36
1,15.151515151515152,0.30973044933397115,22.483570765056164,0.32488698,47166.28036073386,47772.094
1,16.161616161616163,0.4096408403774891,22.483570765056164,0.36341792,47389.32155784647,47886.84
1,17.171717171717173,0.3801406507473722,22.483570765056164,0.40194875,48224.71294447004,48001.58
1,18.181818181818183,0.3847226194799588,22.483570765056164,0.44040203,47955.8260246938,48116.32
1,19.191919191919194,0.5567154362267658,22.483570765056164,0.47878754,48813.0591999577,48231.062
1,20.202020202020204,0.49864700244558313,22.483570765056164,0.5030433,46982.767962627804,48345.805
1,21.212121212121215,0.5383234025833459,22.483570765056164,0.52392644,47448.26460529401,48460.547
1,22.222222222222225,0.4873227722178895,22.483570765056164,0.5448098,49092.02373052695,48575.285
1,23.232323232323235,0.5536433760965583,22.483570765056164,0.56508917,47616.57918693268,48690.03
1,24.242424242424242,0.6074812044058933,22.483570765056164,0.58512306,49906.18889711767,48804.773
1,25.252525252525253,0.5643036986030171,22.483570765056164,0.60515714,50035.386624223735,48919.516
1,26.262626262626263,0.6594726657988168,22.483570765056164,0.62519073,50134.75720425594,49034.25
1,27.272727272727273,0.6284718697576929,22.483570765056164,0.64516735,47978.2827569107,49148.992
1,28.282828282828284,0.6607779523274413,22.483570765056164,0.6649141,49056.55264095942,49263.734
1,29.292929292929294,0.6612359891525714,22.483570765056164,0.6846609,48611.201319363834,49378.477
1,30.303030303030305,0.7990470065780211,22.483570765056164,0.70081866,50157.01451135936,49493.22
1,31.313131313131315,0.7200728471314456,22.483570765056164,0.70637584,51073.91695040406,49607.957
1,32.323232323232325,0.6814260804321947,22.483570765056164,0.71193314,50378.60349832712,49722.7
1,33.333333333333336,0.7882955466652373,22.483570765056164,0.7174903,49656.102506655945,49837.438
1,34.343434343434346,0.6983161881961435,22.483570765056164,0.723048,49427.60493456527,49952.18
1,35.35353535353536,0.7813630476197271,22.483570765056164,0.72860503,50592.659026766865,50066.926
1,36.36363636363637,0.683904896001801,22.483570765056164,0.7341627,48875.368812460336,50181.668
1,37.37373737373738,0.7258880293819592,22.483570765056164,0.73971975,50793.49042877354,50296.406
1,38.38383838383839,0.8120209832039939,22.483570765056164,0.74527705,49505.61750464396,50411.15
1,39.3939393939394,0.8484828170284981,22.483570765056164,0.75083417,51208.25268363868,50525.89
1,40.40404040404041,0.8290379501477174,22.483570765056164,0.75639164,50598.40511484353,50755.367
1,41.41414141414142,0.8231514679266344,22.483570765056164,0.7619492,50546.958109017556,50989.062
1,42.42424242424243,0.821921585001223,22.483570765056164,0.767506,50229.83214271085,51222.758
1,43.43434343434344,0.7706948778345156,22.483570765056164,0.77306336,50942.96349157497,51456.45
1,44.44444444444445,0.815895705419028,22.483570765056164,0.7786209,52044.43630893853,51690.15
1,45.45454545454546,0.8357657823137015,22.483570765056164,0.784178,52725.02310664256,51923.844
1,46.46464646464647,0.9182254487089616,22.483570765056164,0.7897355,52404.700634635876,52157.54
1,47.47474747474748,0.8888015128629758,22.483570765056164,0.7952927,53443.470967553505,52391.234
1,48.484848484848484,0.7894162898444975,22.483570765056164,0.80085015,54824.32112149889,52624.93
1,49.494949494949495,0.8994324558236738,22.483570765056164,0.8064077,52170.483401751764,52858.625
1,50.505050505050505,0.8693612771062177,22.483570765056164,0.8119646,52503.1655890942,53092.32
1,51.515151515151516,0.859897661965179,22.483570765056164,0.81752205,51487.29079737288,53326.02
1,52.525252525252526,0.929210451079659,22.483570765056164,0.8230792,54340.60143229523,53559.715
1,53.535353535353536,0.9548265119454132,22.483570765056164,0.82863665,54676.054913828935,53793.414
1,54.54545454545455,0.9542692870012285,22.483570765056164,0.8341938,52740.53785915569,54027.11
1,55.55555555555556,0.8699631619948398,22.483570765056164,0.8397513,54460.59276861512,54260.805
1,56.56565656565657,0.9004827390519612,22.483570765056164,0.84530896,55299.53262024075,54494.5
