Equipment_ID,Time,Quality,Time_Constant,Quality_Prediction,Cost,Cost_Prediction
1,0.0,0.0,22.483570765056164,0.001023978,46781.93016894808,45945.543
1,1.0101010101010102,0.0,22.483570765056164,-0.00011563301,47423.71464777821,46065.805
1,2.0202020202020203,0.0,22.483570765056164,0.0016028881,45196.90320271567,46186.066
1,3.0303030303030303,0.0,22.483570765056164,-0.003434807,46290.84563793003,46306.332
1,4.040404040404041,0.0,22.483570765056164,-0.00037264824,48656.787487800415,46426.594
1,5.050505050505051,0.0,22.483570765056164,0.0012685657,47257.44623963126,46546.863
1,6.0606060606060606,0.0,22.483570765056164,0.0027162433,45629.90270941238,46667.125
1,7.070707070707071,0.0,22.483570765056164,0.0072321594,46262.527776484596,46787.39
1,8.080808080808081,0.08537580698939776,22.483570765056164,0.050403208,46378.36770329266,46907.652
1,9.090909090909092,0.08668427485716715,22.483570765056164,0.09120661,47513.437829279035,47027.914
1,10.101010101010102,0.1350293377904351,22.483570765056164,0.13052897,47022.85912247282,47148.18
1,11.111111111111112,0.21594173334535963,22.483570765056164,0.1698512,46844.906349133766,47268.445
1,12.121212121212121,0.1509724591892143,22.483570765056164,0.20872717,47560.88819680899,47388.71
1,13.131313131313131,0.2006317859236897,22.483570765056164,0.24743553,48091.8092248764,47508.977
1,14.141414141414142,0.2966226798428175,22.483570765056164,0.28615957,47416.3727060272,47629.24
1,15.151515151515152,0.30973044933397115,22.483570765056164,0.3248868,47166.28036073386,47749.5
1,16.161616161616163,0.4096408403774891,22.483570765056164,0.36341774,47389.32155784647,47869.766
1,17.171717171717173,0.3801406507473722,22.483570765056164,0.4019487,48224.71294447004,47990.023
1,18.181818181818183,0.3847226194799588,22.483570765056164,0.44040182,47955.8260246938,48110.29
1,19.191919191919194,0.5567154362267658,22.483570765056164,0.47878724,48813.0591999577,48230.555
1,20.202020202020204,0.49864700244558313,22.483570765056164,0.50304306,46982.767962627804,48350.82
1,21.212121212121215,0.5383234025833459,22.483570765056164,0.5239263,47448.26460529401,48471.086
1,22.222222222222225,0.4873227722178895,22.483570765056164,0.5448097,49092.02373052695,48591.348
1,23.232323232323235,0.5536433760965583,22.483570765056164,0.5650889,47616.57918693268,48711.61
1,24.242424242424242,0.6074812044058933,22.483570765056164,0.5851227,49906.18889711767,48831.875
1,25.252525252525253,0.5643036986030171,22.483570765056164,0.60515654,50035.386624223735,48952.14
1,26.262626262626263,0.6594726657988168,22.483570765056164,0.6251905,50134.75720425594,49072.406
